OaSIS profile code,Workplace/employer name,Profile name
41404.00,International organizations,"Health policy researchers, consultants and program officers"
41404.00,Non-governmental organizations,"Health policy researchers, consultants and program officers"
41404.00,Professional associations,"Health policy researchers, consultants and program officers"
41404.00,Research institutes,"Health policy researchers, consultants and program officers"
41404.00,Universities,"Health policy researchers, consultants and program officers"
41405.00,Educational organizations,"Education policy researchers, consultants and program officers"
41405.00,Government departments,"Education policy researchers, consultants and program officers"
41405.00,Non-governmental organizations,"Education policy researchers, consultants and program officers"
41405.00,Other organizations throughout the public and private sectors,"Education policy researchers, consultants and program officers"
41405.00,Professional associations,"Education policy researchers, consultants and program officers"
41405.00,Research institutes,"Education policy researchers, consultants and program officers"
41405.00,School boards,"Education policy researchers, consultants and program officers"
41405.00,Self-employment,"Education policy researchers, consultants and program officers"
41406.01,Community centres,"Recreation, sports and fitness consultants"
41406.01,Federal government,"Recreation, sports and fitness consultants"
41406.01,Municipal governments,"Recreation, sports and fitness consultants"
41406.01,Provincial governments,"Recreation, sports and fitness consultants"
41406.01,"Recreation, sports, fitness and health care facilities","Recreation, sports and fitness consultants"
41406.01,Retirement homes,"Recreation, sports and fitness consultants"
41406.01,Self-employment,"Recreation, sports and fitness consultants"
41406.01,Sports and fitness consulting firms,"Recreation, sports and fitness consultants"
41406.02,Community centres,"Recreation, sports and fitness policy analysts"
41406.02,Federal government,"Recreation, sports and fitness policy analysts"
41406.02,Municipal governments,"Recreation, sports and fitness policy analysts"
41406.02,Provincial governments,"Recreation, sports and fitness policy analysts"
41406.02,"Recreation, sports, fitness and health care facilities","Recreation, sports and fitness policy analysts"
41406.02,Retirement homes,"Recreation, sports and fitness policy analysts"
41406.02,Self-employment,"Recreation, sports and fitness policy analysts"
41406.02,Sports and fitness consulting firms,"Recreation, sports and fitness policy analysts"
41406.03,Community centres,"Recreation, sports and fitness program supervisors"
41406.03,Federal government,"Recreation, sports and fitness program supervisors"
41406.03,Municipal governments,"Recreation, sports and fitness program supervisors"
41406.03,Provincial governments,"Recreation, sports and fitness program supervisors"
41406.03,"Recreation, sports, fitness and health care facilities","Recreation, sports and fitness program supervisors"
41406.03,Retirement homes,"Recreation, sports and fitness program supervisors"
41406.03,Self-employment,"Recreation, sports and fitness program supervisors"
41406.03,Sports and fitness consulting firms,"Recreation, sports and fitness program supervisors"
41407.00,Primary government institutions,Program officers unique to government
41409.01,Establishments throughout the private and public sectors,Anthropologists
41409.01,Universities,Anthropologists
41409.02,Establishments throughout the private and public sectors,Archaeologists
41409.02,Universities,Archaeologists
41409.03,Establishments throughout the private and public sectors,Geographers
41409.03,Universities,Geographers
41409.04,Establishments throughout the private and public sectors,Historians
41409.04,Universities,Historians
41409.05,Establishments throughout the private and public sectors,Linguists
41409.05,Universities,Linguists
41409.06,Establishments throughout the private and public sectors,Political scientists
41409.06,Universities,Political scientists
41409.07,Establishments throughout the private and public sectors,Psychometricians
41409.07,Universities,Psychometricians
41409.08,Establishments throughout the private and public sectors,Sociologists
41409.08,Universities,Sociologists
41409.09,Establishments throughout the private and public sectors,Other social science professionals
41409.09,Universities,Other social science professionals
42100.00,"Municipal, provincial, regional and federal governments",Police officers (except commissioned)
42101.00,Internal firefighting services of large industrial establishments,Firefighters
42101.00,"Municipal, provincial, regional and federal governments",Firefighters
42102.00,The Canadian Army,Specialized members of the Canadian Armed Forces
42102.00,The Royal Canadian Airforce,Specialized members of the Canadian Armed Forces
42102.00,The Royal Canadian Navy,Specialized members of the Canadian Armed Forces
42200.01,Law firms,Paralegals
42200.01,Legal departments throughout the private and public sectors,Paralegals
42200.01,Record search companies,Paralegals
42200.02,Self-employment,Independent paralegals
42200.03,Governments,Notaries public
42200.03,Public and private sectors,Notaries public
42200.03,Self-employment,Notaries public
42200.04,Law firms,Trademark agents
42200.04,Legal departments throughout the private and public sectors,Trademark agents
42200.04,Self-employment,Trademark agents
42200.04,Trademark development and searching firms,Trademark agents
42200.05,Federal courts,Justice of the peace
42200.05,Provincial courts,Justice of the peace
42200.05,Territorial courts,Justice of the peace
42201.00,Community organizations and establishments,Social and community service workers
42201.00,Correctional facilities,Social and community service workers
42201.00,Government agencies,Social and community service workers
42201.00,Group homes,Social and community service workers
42201.00,Mental health agencies,Social and community service workers
42201.00,School boards,Social and community service workers
42201.00,Shelters,Social and community service workers
42201.00,Social service agencies,Social and community service workers
42201.00,Substance abuse centres,Social and community service workers
42202.01,Centres for exceptional children,Early childhood educators
42202.01,Child-care centres,Early childhood educators
42202.01,Day-care centres,Early childhood educators
42202.01,Kindergartens,Early childhood educators
42202.02,Centres for exceptional children,Early childhood educator assistants
42202.02,Child-care centres,Early childhood educator assistants
42202.02,Day-care centres,Early childhood educator assistants
42202.02,Kindergartens,Early childhood educator assistants
42203.00,Elementary and secondary school systems,Instructors of persons with disabilities
42203.00,Rehabilitation centres,Instructors of persons with disabilities
42203.00,Specialized educational institutions,Instructors of persons with disabilities
42204.00,Churches,Religion workers
42204.00,Corporate enterprises,Religion workers
42204.00,Industrial facilities,Religion workers
42204.00,"Institutions such as schools, hospitals and prisons",Religion workers
42204.00,Places of worship,Religion workers
42204.00,Private practice,Religion workers
42204.00,Synagogues,Religion workers
42204.00,Temples,Religion workers
43100.00,Private and public elementary schools,Elementary and secondary school teacher assistants
43100.00,Private and public secondary schools,Elementary and secondary school teacher assistants
43100.00,Special schools,Elementary and secondary school teacher assistants
43100.00,Treatment centres,Elementary and secondary school teacher assistants
43109.01,Commercial establishments,Driving instructors
43109.01,Driving schools,Driving instructors
43109.01,Provincial governments,Driving instructors
43109.01,Self-employment,Driving instructors
43109.01,Territorial governments,Driving instructors
43109.02,Provincial governments,Driver's license examiners
43109.03,Commercial establishments,Sewing instructors
43109.03,Fabric retailers,Sewing instructors
43109.03,Self-employment,Sewing instructors
43109.04,Commercial establishments,Modelling instructors
43109.04,Self-employment,Modelling instructors
